County,Hospital City,Hospital Name,Hospital Zipcode,lon,lat,Hospital Address,Hospital Geoapify Category,Hospital Place ID,Source Hospital Name,Hospital Phone,Hospital Website
Wake County,Raleigh,Wake Radiology UNC REX Healthcare - West Raleigh Breast Imaging,27607,-78.7016241,35.8147461,"Wake Radiology UNC REX Healthcare - West Raleigh Breast Imaging, 4301 Lake Boone Trail, Raleigh, NC 27607, United States of America","['healthcare', 'healthcare.clinic_or_praxis.radiology', 'healthcare.hospital']",5178e5c468e7ac53c059556aa69949e84140f00103f901fc6036660200000092033f57616b6520526164696f6c6f677920554e4320524558204865616c746863617265202d20576573742052616c656967682042726561737420496d6167696e67,Wake Radiology UNC REX Healthcare - West Raleigh Breast Imaging,(919) 781-6707,
Wake County,Raleigh,"Glaucoma and Cataract Associates of North Carolina, P.C.",27607,-78.7004466,35.814611,"Glaucoma and Cataract Associates of North Carolina, P.C., 4201 Lake Boone Trail, Raleigh, NC 27607, United States of America","['healthcare', 'healthcare.hospital']",510ae6f91dd4ac53c059df5f592c45e84140f00103f9013284366602000000920338476c6175636f6d6120616e64204361746172616374204173736f636961746573206f66204e6f727468204361726f6c696e612c20502e432e,"Glaucoma and Cataract Associates of North Carolina, P.C.",(919) 659-8436,
Wake County,Raleigh,WakeMed Cardiovascular & Thoracic Surgery,27610,-78.5891127,35.7847565,"WakeMed Cardiovascular & Thoracic Surgery, 3000 New Bern Avenue, Raleigh, NC 27610, United States of America","['healthcare', 'healthcare.hospital']",51210ac105b4a553c0599fcca6e672e44140f00103f90113f436660200000092032957616b654d65642043617264696f76617363756c617220262054686f72616369632053757267657279,WakeMed Cardiovascular & Thoracic Surgery,(919) 231-6333,
Wake County,Cary,UNC REX Healthcare,27511,-78.80954335683707,35.754381800000004,"UNC REX Healthcare, 1505 Southwest Cary Parkway, Cary, NC 27511, United States of America","['healthcare', 'healthcare.hospital']",51ce59035ccfb353c059a11edda18fe04140f00102f9011453f00100000000920312554e4320524558204865616c746863617265,UNC REX Healthcare,,
Wake County,Cary,UNC REX Healthcare,27511,-78.81063034950162,35.753518099999994,"UNC REX Healthcare, 1505 Southwest Cary Parkway, Cary, NC 27511, United States of America","['healthcare', 'healthcare.hospital']",518cd7c5e4e0b353c05992820d2172e04140f00102f9011753f00100000000920312554e4320524558204865616c746863617265,UNC REX Healthcare,,
Wake County,Raleigh,WakeMed Health & Hospitals: Raleigh Medical Park,27602,-78.58542003429349,35.78700705,"WakeMed Health & Hospitals: Raleigh Medical Park, Sunnybrook Road, Raleigh, NC 27602, United States of America","['healthcare', 'healthcare.hospital']",51b7f8332678a553c0597e539afcbde44140f00102f90110d5cf0b0000000092033057616b654d6564204865616c7468202620486f73706974616c733a2052616c65696768204d65646963616c205061726b,WakeMed Health & Hospitals: Raleigh Medical Park,,
Wake County,Raleigh,Wakemed Heart Center,27610,-78.5891359,35.7846543,"Wakemed Heart Center, 3000 New Bern Avenue, Raleigh, NC 27610, United States of America","['healthcare', 'healthcare.hospital']",5192d90f67b4a553c0596ff8558d6fe44140f00103f901a36168900100000092031457616b656d65642048656172742043656e746572,Wakemed Heart Center,,
Washington County,Plymouth,Washington Regional Medical Center,27962,-76.72941164261957,35.862669100000005,"Washington Regional Medical Center, 958 U.S. Highway 64 East, Plymouth, NC 27962, United States of America","['building', 'building.healthcare', 'healthcare', 'healthcare.hospital']",51d6ef928eaf2e53c05922d33cde6dee4140f00102f9014eae93030000000092032257617368696e67746f6e20526567696f6e616c204d65646963616c2043656e746572,Washington Regional Medical Center,+1 252 793 4135,http://www.wchonline.com/
Watauga County,Boone,Watauga Medical Center,28607,-81.65101212695183,36.198353350000005,"Watauga Medical Center, 336 Deerfield Road, Boone, NC 28607, United States of America","['healthcare', 'healthcare.hospital']",516f71b8d8ad6954c0592dc85e0461194240f00102f901ea78640c0000000092031657617461756761204d65646963616c2043656e746572,Watauga Medical Center,+1 828 262 4100,https://apprhs.org/wataugamedical/
Wayne County,Goldsboro,Wayne County Memorial Hospital,27534,-77.95247964388892,35.39867825,"Wayne County Memorial Hospital, 2700 Wayne Memorial Drive, Goldsboro, NC 27534, United States of America","['healthcare', 'healthcare.hospital']",51c32050a3f27c53c059faf4b66e08b34140f00102f9013dc2d11b0000000092031e5761796e6520436f756e7479204d656d6f7269616c20486f73706974616c,Wayne County Memorial Hospital,+1 919 736 1110,http://www.waynehealth.org/
Wayne County,Goldsboro,Cherry Hospital,27530,-78.0201427,35.3947777,"Cherry Hospital, 1401 West Ash Street, Goldsboro, NC 27530, United States of America","['healthcare', 'healthcare.clinic_or_praxis.psychiatry', 'healthcare.hospital']",5133709b044a8153c059eca85e1388b24140f00103f901eabd0f130100000092030f43686572727920486f73706974616c,Cherry Hospital,+1 919 947 7000,https://www.ncdhhs.gov/divisions/dsohf/cherry-hospital
Wilkes County,North Wilkesboro,Wilkes Regional Medical Center,28659,-81.15823651647887,36.160050999999996,"Wilkes Regional Medical Center, 1370 West D Street, North Wilkesboro, NC 28659, United States of America","['healthcare', 'healthcare.hospital']",51bd8367e0224a54c059eb0a479e6f144240f00102f901bc8b4d1a0000000092031e57696c6b657320526567696f6e616c204d65646963616c2043656e746572,Wilkes Regional Medical Center,+1 336 651 8100,http://wilkesregional.com/
Wilson County,Wilson,Wilson Medical Center,27893,-77.94366323898399,35.71872625,"Wilson Medical Center, 1705 Tarboro Street West, Wilson, NC 27893, United States of America","['healthcare', 'healthcare.hospital']",512815b871657c53c059b16ee1e702dc4140f00102f901abe5d21b0000000092031557696c736f6e204d65646963616c2043656e746572,Wilson Medical Center,+1 252 399 8040,https://www.wilsonmedical.com/
